Colegio,geo_shape
Colegio La Purísima (Grau),"{""coordinates"":[[-0.33392364686633313,39.46179365222285],[-0.33394853169847905,39.4617009339107],[-0.33403190404275995,39.461717946962516]],""type"":""LineString""}"
Colegio La Purísima (Grau),"{""coordinates"":[[-0.3375163015061163,39.462395278983294],[-0.3374055194539129,39.462333546200156],[-0.3370676247730737,39.462279823539674],[-0.3367847249601699,39.462234843762936],[-0.33673465937930824,39.462243107876034],[-0.3366798697674276,39.46223244082067],[-0.33664075165518476,39.46221195300416],[-0.3362991883032048,39.462163735771966],[-0.33620857024859063,39.46215094281723],[-0.33587593360492896,39.46209793270301],[-0.3356306772404148,39.46205884625263],[-0.3355831727143709,39.46207720343077],[-0.3355066962623203,39.46206618455765],[-0.3354829501234289,39.462035303154956],[-0.33501634944143005,39.46196410867461],[-0.3350014674309474,39.46197120593092],[-0.3349367121704196,39.46196228244405],[-0.3349305732612278,39.46195102036427],[-0.3346075127232333,39.46190172613246],[-0.3344419898865359,39.4618733043292],[-0.3344224608169368,39.461885439820065],[-0.33436000065998833,39.46187716593475],[-0.33434084832177347,39.46186055683029],[-0.33412777147079026,39.4618243602193],[-0.3340507564786983,39.461812331670274]],""type"":""LineString""}"
CEIP Vicente Gaos,"{""coordinates"":[[-0.34678712976690784,39.47564972310705],[-0.34682852090850824,39.47569796138079],[-0.3468181015650613,39.47577934455706],[-0.3472120526209228,39.47587035781287],[-0.3472491926459861,39.4758284186034],[-0.3473099080923673,39.47580717913834],[-0.3474153598182468,39.47584756449771],[-0.34802947480746993,39.47602572779485],[-0.34842530330126026,39.47614594653739],[-0.348518618241863,39.47617173095164],[-0.3485525780866417,39.476184601870045],[-0.3485675264718843,39.47619575434929],[-0.3487046031358907,39.476198881935666],[-0.3487136197943164,39.47620954051118]],""type"":""LineString""}"
CEIP Vicente Gaos,"{""coordinates"":[[-0.35211478796143536,39.47577509684916],[-0.3520220580579286,39.47601283657362],[-0.351981374641986,39.47610507175754],[-0.35173980695329726,39.47623075588813],[-0.351669387323238,39.47624356864459],[-0.35166670732314903,39.476326756574025],[-0.35161259819569585,39.476358520670345],[-0.3511553446770413,39.47633385129531],[-0.35099951787760675,39.476323545311814],[-0.35092717543240803,39.47632012415028],[-0.35086232638865833,39.47634897376505],[-0.35083862420492157,39.47643689848378],[-0.35076660158113615,39.476525801716996],[-0.3506872956960211,39.476585683815905],[-0.3505555731647515,39.47663964388562],[-0.3504445173873343,39.47667342966438],[-0.3503168797819996,39.476670519352446],[-0.35019837012534044,39.47658361493425],[-0.3501263713403349,39.476552736122585],[-0.3500432941847051,39.476476923021266],[-0.3500035796407346,39.47638996844993],[-0.349990118032733,39.47630517917992],[-0.34990453563983176,39.47625136317836],[-0.349686765788139,39.47624266521878],[-0.3492470883039336,39.47622171072332],[-0.3488090293577026,39.47619298000235],[-0.3487136197943164,39.47620954051118],[-0.34870336004306335,39.476298344420286],[-0.3486939223793894,39.476483592249906],[-0.3486569639002788,39.476920423837065],[-0.3486208545936467,39.47723302427744],[-0.34859134619329435,39.477535688205535],[-0.34858229512656347,39.47760924983247]],""type"":""LineString""}"
CEIP Vicente Gaos,"{""coordinates"":[[-0.3464406330897093,39.47817281975185],[-0.3471687549275711,39.478173502654286],[-0.34757428521210065,39.478159607428715],[-0.34837925944014086,39.47815556954075],[-0.34839104073403565,39.47815111148533],[-0.3484978771447545,39.47815494566451],[-0.34852817356555554,39.47815218840984]],""type"":""LineString""}"
Colegio Santiago Apóstol,"{""coordinates"":[[-0.3300277805005554,39.47426804075065],[-0.33001911464070416,39.4742837852856],[-0.32970485285126017,39.47427022118703],[-0.3297019992204718,39.47427009795703],[-0.32970357249321786,39.4742289750383],[-0.329711530933727,39.474210090045126],[-0.32972385643589797,39.474001430263286]],""type"":""LineString""}"
CEIP Santa Teresa,"{""coordinates"":[[-0.38272464003246115,39.4801880059555],[-0.3824867414870285,39.48013420719971],[-0.3822112669757686,39.480074939058376],[-0.3818598573554951,39.48000245700226],[-0.3817635189136734,39.47997894907439],[-0.381680252303757,39.47996174717151],[-0.38145921702755003,39.47991586124167],[-0.3810557754721828,39.47983052076235],[-0.38123279430700313,39.47919604894725],[-0.381264331196802,39.479071645535235]],""type"":""LineString""}"
CEIP Max Aub,"{""coordinates"":[[-0.3677969833662481,39.48851501899],[-0.36791161960762137,39.48845130949837],[-0.3682754629825649,39.488239220697466],[-0.3684005331191721,39.48816126904146],[-0.36861813259898274,39.48832763585025],[-0.3687404915698686,39.488241044283626],[-0.36885369246771893,39.4881616260904],[-0.3689585038052661,39.48807646571665],[-0.36908401563655824,39.48797394830088],[-0.36951065262252625,39.48763910406284],[-0.36960976418217595,39.487561316545644]],""type"":""LineString""}"
CEIP Max Aub,"{""coordinates"":[[-0.37039416414165194,39.48836512156867],[-0.3705706395621224,39.487967006164936]],""type"":""LineString""}"
CEIP Max Aub,"{""coordinates"":[[-0.37485144473368537,39.489058883542285],[-0.37449739918817254,39.489032943310164],[-0.3740396427775179,39.488999403432544],[-0.373213163795711,39.48893884263714],[-0.37318258833357365,39.488919111395035],[-0.37305665066846005,39.488908710435844],[-0.372984018254465,39.4889174554652],[-0.372461676454539,39.48885957141478],[-0.3720107452664222,39.488809598152386],[-0.37196971437562204,39.48878844997701],[-0.37179246840813135,39.48874415743495],[-0.3717430831302706,39.488755312138906],[-0.3714265766065464,39.488661455837494],[-0.37141140566126823,39.48864635447885],[-0.37130486526643225,39.48861531081217],[-0.37126456640237754,39.48861544234507],[-0.3709402769657847,39.488522179804505],[-0.37057768540801617,39.48841052307339],[-0.37039416414165194,39.48836512156867],[-0.3695958017158154,39.48814382170187]],""type"":""LineString""}"
CEIP Las Arenas,"{""coordinates"":[[-0.3313549051469512,39.46712981431304],[-0.33089723489424294,39.4671245385112],[-0.3305461165910821,39.46712048875712],[-0.3301297073520948,39.467098532128226],[-0.3296864748027896,39.467075159484146],[-0.32923490849543874,39.467051344981336],[-0.32885569032584244,39.46701749295361],[-0.32881653769753943,39.46698960734488],[-0.32856444742778146,39.46697311112064],[-0.3284559321359242,39.466966009466226],[-0.3284635162524651,39.46689681115873],[-0.3283267486379971,39.46688472309155]],""type"":""LineString""}"
CEIP Las Arenas,"{""coordinates"":[[-0.3273332305251736,39.46711760792172],[-0.3273563054848082,39.466953895005254],[-0.32735750550015885,39.46694537962259],[-0.32753723793616096,39.466963173863],[-0.327583254828813,39.46696773018316],[-0.3276067225344363,39.466857292173394],[-0.32763994046774036,39.466852007588976],[-0.32764627527296747,39.46684331299328],[-0.3277579144479078,39.46685937344976],[-0.3277937582436301,39.46686392007434],[-0.3279356055576179,39.46688191187708],[-0.3280431417101645,39.46690408473564],[-0.32831927083936147,39.4669355586283],[-0.328341987644913,39.466781142373044],[-0.3284308422022973,39.466092512432176],[-0.32844377397895147,39.46599229655906],[-0.32847266062605374,39.46581658490226],[-0.3285168116810304,39.46554802876213],[-0.3285794051392354,39.46516728733469],[-0.3285871254993565,39.465114808741994],[-0.3286118168363107,39.464946962503944],[-0.3286506840177502,39.46468275584442],[-0.32867840813424953,39.46449429072765],[-0.3286938403951164,39.464354275819005],[-0.3287241165449066,39.464148462659026],[-0.3287571963895315,39.4639285071486],[-0.32878270277560484,39.463664504984344]],""type"":""LineString""}"
CEIP Giner de los Ríos,"{""coordinates"":[[-0.3969072038229569,39.476911412636994],[-0.3970740453640364,39.47713861176295],[-0.39707729139728526,39.47717185763947],[-0.3971435192182505,39.47725688883283],[-0.3972339114942545,39.47734668545449],[-0.39747238679651187,39.477646072513465]],""type"":""LineString""}"
CEIP Giner de los Ríos,"{""coordinates"":[[-0.4028222422244717,39.48009870315258],[-0.4025651943010419,39.48000207416292],[-0.40234283532240717,39.47984588437401],[-0.40235545124317323,39.47970224235908],[-0.40220238375365414,39.479694602668545],[-0.402181959837691,39.47961749452825],[-0.4021919774166742,39.47953429228331],[-0.4022224666332159,39.47898376640199],[-0.40223819076643763,39.4786998454209],[-0.4021983136688811,39.47858049155536],[-0.4022083384283163,39.4783841305319],[-0.40236058064997854,39.47835817855602],[-0.4023234461799727,39.478295374961164],[-0.40228062681299537,39.478189858663875],[-0.40203958535005097,39.47743759628159],[-0.40197951202719256,39.47744416750001],[-0.40194993139929036,39.47735262064763],[-0.401794690707881,39.47737964018071],[-0.40083696628596044,39.47757385099599]],""type"":""LineString""}"
CEIP Chiner de Villarroya,"{""coordinates"":[[-0.3341829394377392,39.4731877584807],[-0.33416332853931996,39.47329864123901],[-0.33414918822071205,39.473300738398386],[-0.3339807412726977,39.47319789952228],[-0.3337693387402189,39.473160979105465],[-0.3337161687224387,39.47342825095614],[-0.33337906162655595,39.473378671954904],[-0.3332544742623877,39.47335869273818],[-0.3332007849081196,39.473358384934215]],""type"":""LineString""}"
CEIP Chiner de Villarroya,"{""coordinates"":[[-0.33323803623630116,39.47312368305641],[-0.33318627905460957,39.47333962467659],[-0.33320113361649717,39.473358963189476],[-0.3331847704281987,39.473407343834],[-0.3331630307135566,39.47341311320219],[-0.33307943652916305,39.47376716580216],[-0.33309189883120416,39.47378413418196],[-0.3330722513802996,39.47383127550407],[-0.33306082683671134,39.47384598311931],[-0.3330204678843986,39.474001756551765],[-0.33300134896080924,39.47409091590367]],""type"":""LineString""}"
CEIP Chiner de Villarroya,"{""coordinates"":[[-0.33346751473023056,39.474759757544106],[-0.333552002261373,39.47431838013856],[-0.3331054317027689,39.474249315147745]],""type"":""LineString""}"
CEIP Cervantes,"{""coordinates"":[[-0.38045704460154955,39.476332412355],[-0.3805994001082376,39.476306948068824],[-0.38090914987798824,39.47627606121865],[-0.38130737588618757,39.47622988488948],[-0.3817057651383406,39.47618089291347],[-0.3819201740706174,39.47615452526957],[-0.3821112004480621,39.47612015857429],[-0.38242285703036344,39.476041582907804],[-0.38257255804071916,39.476003839591236],[-0.38316121727415237,39.475890313429105],[-0.38314873156365525,39.475840737014224],[-0.38334370996457057,39.475809408549914],[-0.38369324310858427,39.475769219273324],[-0.3840530722872987,39.4757570789911],[-0.3842451652709359,39.475811410003004],[-0.38425550365887245,39.475812473325]],""type"":""LineString""}"
CEIP Cervantes,"{""coordinates"":[[-0.3880176065371481,39.47521372897931],[-0.3879714915428887,39.47521541491391],[-0.38727389334889684,39.47533493242032],[-0.3872215829552398,39.47535613868038],[-0.38700931852090376,39.47533412584747],[-0.3867244869610826,39.47537399734558],[-0.3859535289965301,39.47549049680266],[-0.3854390925291933,39.47557393674868],[-0.38534496415001046,39.475679603832496],[-0.38523041139561,39.47568616668099],[-0.3852381298185177,39.475799984597984],[-0.3852909949961784,39.476860843461495],[-0.3852292962636589,39.47690940989431],[-0.3851350497706449,39.476897444389216],[-0.38483306490129676,39.47686254040341],[-0.38481352901168114,39.47693372973165],[-0.3844592510113793,39.476889460723704]],""type"":""LineString""}"
CEIP Cervantes,"{""coordinates"":[[-0.38410333343748604,39.47684679963794],[-0.3844198564888073,39.476883445326024]],""type"":""LineString""}"
CEIP Cervantes,"{""coordinates"":[[-0.38319571879355224,39.480011866476865],[-0.3832209490407616,39.47993354552077],[-0.38374234372047134,39.47852418395481],[-0.38377180282422346,39.47842943232152],[-0.38380125902611983,39.4783245844538],[-0.3838177616803918,39.47830963472472],[-0.3838275102417727,39.478250249289665],[-0.38381489732697915,39.47823334950312],[-0.38383972905832603,39.478094978471354],[-0.3839264574312794,39.477657566473766],[-0.38394626304601104,39.47764864859924],[-0.38396241466670716,39.477578707542094],[-0.38395323416185756,39.477555244655115],[-0.38404438016777026,39.47705653069762]],""type"":""LineString""}"
CEIP Jaime Balmes,"{""coordinates"":[[-0.3699830028026547,39.46114005510417],[-0.36971700395723006,39.46082552618718],[-0.3695954419453538,39.46079658090742],[-0.36927401189253317,39.46093720016637],[-0.36910449654325234,39.461011359241944],[-0.3690581828184391,39.4611415807027],[-0.3692148433862346,39.46134627193249]],""type"":""LineString""}"
CEIP Jaime Balmes,"{""coordinates"":[[-0.3735138875775365,39.464702321186344],[-0.37341011989045336,39.46460100439196],[-0.373177751029962,39.464360328107944],[-0.37288071144868845,39.464052666663804],[-0.37266587302122084,39.46383014290477],[-0.3725889894925402,39.463756861360174],[-0.37243373478958125,39.463666923531704],[-0.37236626283560925,39.4636416832507],[-0.372296524716414,39.46363234447429],[-0.3721945681649257,39.463624833854006],[-0.37219808580039765,39.46356928765848],[-0.37219744359647194,39.463568934406524],[-0.3720403167882241,39.46351965368279],[-0.37204562844226735,39.4634482808613],[-0.3720128673169523,39.46343087015785],[-0.371795357187958,39.463313231511954],[-0.371653113504858,39.463230111068114],[-0.3715750496118497,39.46315050231572],[-0.3715543891708163,39.46307200622916],[-0.371524794436807,39.462968633870574],[-0.371398448213724,39.462801732289506],[-0.3712068985112991,39.462591958469496],[-0.3711611435713852,39.46254181652921],[-0.37109789774307705,39.462472587459665],[-0.37103741023347164,39.46238087803392],[-0.370982594842749,39.46233469042888],[-0.3709424234597026,39.46232828991487],[-0.37090019618790093,39.46226434962105],[-0.3708665713956478,39.46218072240359],[-0.3707609789621815,39.46205997416887],[-0.37067639898143995,39.46196325383789],[-0.3706247609702243,39.4619378554891],[-0.37058277756852465,39.46187550794998],[-0.3703931692245362,39.46161486530853],[-0.3703183633820648,39.461519744223445],[-0.3700240782952493,39.461183097173084]],""type"":""LineString""}"
CEIP Alejandra Soler,"{""coordinates"":[[-0.3716539585977134,39.461416078489314],[-0.3723991751587609,39.46110113280214],[-0.3725135502249766,39.46103288786695],[-0.3726168215116876,39.461015796021535],[-0.3726951127850998,39.460980537970556],[-0.37279392902042935,39.46093228379774],[-0.3728495933064242,39.4608642545105],[-0.3729163599739137,39.460838421153454],[-0.37294554267727253,39.46082985760418]],""type"":""LineString""}"
