"","Fecha","Estacion","Media_SO2","Media_PM2.5","Media_NO2","Media_O3"
"248","2020-03-08","Politecnico",3,8.58333333333333,5.33333333333333,46.4583333333333
"249","2020-03-09","Avda. Francia",3.91666666666667,2.125,12.6666666666667,65.2083333333333
"250","2020-03-09","Moli del Sol",3.375,3.66666666666667,18.6666666666667,59.3333333333333
"251","2020-03-09","Pista Silla",3,4.66666666666667,27.25,69.5416666666667
"252","2020-03-09","Politecnico",3.33333333333333,5.54166666666667,8.75,67.2916666666667
"253","2020-03-10","Avda. Francia",4.04166666666667,1.33333333333333,5,56.75
"254","2020-03-10","Moli del Sol",3,1.16666666666667,7.625,57.25
"255","2020-03-10","Pista Silla",4.45833333333333,2.58333333333333,5.83333333333333,68.4166666666667
"256","2020-03-10","Politecnico",3.5,3.16666666666667,5.95833333333333,65.25
"257","2020-03-10","Puerto Valencia",3.04166666666667,2.29166666666667,14.2916666666667,59.5
"258","2020-03-11","Avda. Francia",5.95833333333333,12.0416666666667,18.75,45.625
"259","2020-03-11","Moli del Sol",4,25.8333333333333,27.3333333333333,35.3333333333333
"260","2020-03-11","Pista Silla",3.25,15.8333333333333,26.4583333333333,34.0416666666667
"261","2020-03-11","Politecnico",3,22.2083333333333,15.3333333333333,51.5416666666667
"262","2020-03-11","Puerto Valencia",3.45833333333333,9.83333333333333,28.5833333333333,46.7083333333333
"263","2020-03-12","Avda. Francia",5.66666666666667,3,16,35
"264","2020-03-12","Pista Silla",3.375,4.5,16.3333333333333,35.9583333333333
"265","2020-03-12","Politecnico",3.125,5.125,14.625,43.4583333333333
"266","2020-03-12","Puerto Valencia",3.33333333333333,3.125,29,27.25
"267","2020-03-13","Avda. Francia",4.875,14.3333333333333,14.25,67.3333333333333
"268","2020-03-13","Moli del Sol",4.77777777777778,63.3333333333333,19.4444444444444,46.6666666666667
"269","2020-03-13","Pista Silla",4,17.6666666666667,17.9166666666667,49.9166666666667
"270","2020-03-13","Politecnico",4.08333333333333,20.7916666666667,11.3333333333333,53.375
"271","2020-03-14","Avda. Francia",4.08333333333333,7.66666666666667,20.2083333333333,38
"272","2020-03-14","Pista Silla",4.33333333333333,9.91666666666667,24.7083333333333,26.7916666666667
"273","2020-03-14","Politecnico",3.41666666666667,12.8333333333333,14.0833333333333,35.625
"274","2020-03-15","Avda. Francia",3,6.04166666666667,6.16666666666667,68
"275","2020-03-15","Pista Silla",4,8.66666666666667,7.20833333333333,49.9583333333333
"276","2020-03-15","Politecnico",3.04166666666667,10.25,4.20833333333333,53.3333333333333
"277","2020-03-16","Avda. Francia",3.45833333333333,3.5,9.66666666666667,68.375
"278","2020-03-16","Moli del Sol",5.43478260869565,3.08695652173913,8.95652173913044,55.4347826086956
"279","2020-03-16","Pista Silla",4,4.9,12.3,53.5
"280","2020-03-16","Politecnico",3.08333333333333,4.125,5.66666666666667,61.7916666666667
"281","2020-03-17","Avda. Francia",3.83333333333333,7.25,11.5833333333333,45.6666666666667
"282","2020-03-17","Moli del Sol",4.66666666666667,8.75,11.7083333333333,39.875
"283","2020-03-17","Pista Silla",5.27777777777778,10,17.7777777777778,44.6666666666667
"284","2020-03-17","Politecnico",3.16666666666667,11.2083333333333,9.33333333333333,44.4166666666667
"285","2020-03-18","Avda. Francia",3.16666666666667,7.95833333333333,7.33333333333333,66
"286","2020-03-18","Moli del Sol",3.875,8.66666666666667,10.5,51.4583333333333
"287","2020-03-18","Pista Silla",4,11.7916666666667,10.375,55.625
"288","2020-03-18","Politecnico",3.375,13.6666666666667,6.66666666666667,56.75
"289","2020-03-19","Avda. Francia",3,10.2916666666667,4.91666666666667,68.1666666666667
"290","2020-03-19","Moli del Sol",5.08333333333333,12.875,7.08333333333333,52.2916666666667
"291","2020-03-19","Pista Silla",4.04166666666667,13.9583333333333,5.25,57.5
"292","2020-03-19","Politecnico",3.33333333333333,16.5,4.08333333333333,55.5416666666667
"293","2020-03-20","Avda. Francia",3.375,6.91666666666667,5.54166666666667,78.0416666666667
"294","2020-03-20","Moli del Sol",5.29166666666667,6.29166666666667,7.66666666666667,63.375
"295","2020-03-20","Pista Silla",6.16666666666667,10.0833333333333,7.375,63.0416666666667
"296","2020-03-20","Politecnico",3.25,11.875,5.625,65.875
"297","2020-03-21","Avda. Francia",3.33333333333333,7.29166666666667,2.91666666666667,85.7083333333333
"298","2020-03-21","Moli del Sol",6.58333333333333,8.33333333333333,7.79166666666667,59.25
"299","2020-03-21","Pista Silla",4,12.0833333333333,6.58333333333333,65.875
"300","2020-03-21","Politecnico",3,14.7916666666667,3.54166666666667,68.2916666666667
"301","2020-03-22","Avda. Francia",3.91666666666667,5.75,2.04166666666667,75.0833333333333
"302","2020-03-22","Moli del Sol",4.375,3.70833333333333,3.625,57.7083333333333
"303","2020-03-22","Pista Silla",4,6.83333333333333,3.20833333333333,62.7083333333333
"304","2020-03-22","Politecnico",3.58333333333333,9.41666666666667,2.375,65.6666666666667
"305","2020-03-23","Avda. Francia",4.16666666666667,4.125,5.45833333333333,66.875
"306","2020-03-23","Moli del Sol",3.66666666666667,2.95833333333333,6.625,59.4583333333333
"307","2020-03-23","Pista Silla",4.08333333333333,5.5,6.91666666666667,58.7916666666667
"308","2020-03-23","Politecnico",4.08333333333333,5.66666666666667,6.08333333333333,59.9583333333333
"309","2020-03-24","Avda. Francia",4,6.66666666666667,1.04166666666667,89.375
"310","2020-03-24","Moli del Sol",5.3125,8.125,3.125,69.625
"311","2020-03-24","Pista Silla",4,8.33333333333333,1.5,70.875
"312","2020-03-24","Politecnico",3.41666666666667,8.58333333333333,2.29166666666667,73.4166666666667
"313","2020-03-25","Avda. Francia",4.04166666666667,4.45833333333333,5.33333333333333,67.9166666666667
"314","2020-03-25","Moli del Sol",5.5,7,19.5,29.5
"315","2020-03-25","Pista Silla",4,5.91666666666667,10.9583333333333,53.5
"316","2020-03-25","Politecnico",3.08333333333333,6.54166666666667,5.83333333333333,55.75
"317","2020-03-26","Avda. Francia",4.5,9.33333333333333,8.04166666666667,58.75
"318","2020-03-26","Moli del Sol",5.69565217391304,6.39130434782609,10.1304347826087,43.3913043478261
"319","2020-03-26","Pista Silla",4.83333333333333,10.1666666666667,12.1666666666667,46.25
"320","2020-03-26","Politecnico",3.625,10.75,8.08333333333333,47.5833333333333
